recycler_id,cpcb_registration_id,company_name,registered_address,state,city,latitude,longitude,permitted_capacity_mta,authorization_status,materials_accepted,pickup_available,min_pickup_weight_kg,service_radius_km,total_pickups_booked,total_pickups_completed,cancellation_rate,fulfillment_score,avg_payout_delay_hours,contact_phone
REC_EXC_156,CPCB/EXC/2023/156,M/s. FR E-Waste Enterprises,"Shed No. 120, Katha No 120/B, 52120/C, 5th Cross, Azeez Saig Industrial Area, Nayandahalli, Ward No 131,
BBMP RR Nagar Z",Karnataka,Bengaluru,13.2646,77.7496,300.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,75.0,47,43,0.085,0.918,1.2,+91-9211670041
REC_EXC_157,CPCB/EXC/2023/157,M/s. Amara metals enterprises,"No V20/1, 4th
main, 2nd stage, Peenya Industrial Area, Bengaluru -560058 1080",Karnataka,Bengaluru,13.1874,78.0036,1080.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,107,98,0.084,0.917,3.1,+91-9903869224
REC_EXC_158,CPCB/EXC/2023/158,M/s. Sri sai company # R-15,"Katha
No.320/322/29, Chikkanagamangala, Sarjapura Hobli, Anekal Taluk, Bengaluru 360",Karnataka,Bengaluru,12.7188,77.9653,360.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,50.0,99,92,0.071,0.931,3.4,+91-9134932801
REC_EXC_159,CPCB/EXC/2023/159,M/s. Global E-waste Management Services,"P-21, Hebbal Industrial area, Hebbal I Phase,
Mysuru 360",Karnataka,Mysuru,13.3296,77.1036,360.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,75.0,76,67,0.118,0.885,0.7,+91-9829104653
REC_EXC_160,CPCB/EXC/2023/160,M/s. Echakra Innovations Pvt Ltd SB/47,"1st
Cross, Peenya Ind Estate-Stage-1, Bengaluru 318",Karnataka,Bengaluru,12.8025,77.5434,318.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,162,144,0.111,0.89,3.3,+91-9110856760
REC_EXC_161,CPCB/EXC/2023/161,M/s. HMG Eco care Recycling,"C-22 3rd cross, Kumbalagodu, Bangalore560074 300",Karnataka,Bengaluru,12.6386,77.2622,300.0,SUSPENDED,"PCB,BATTERY,CABLE",True,20.0,30.0,78,31,0.603,0.412,2.6,+91-9943396919
REC_EXC_162,CPCB/EXC/2023/162,M/s. Npewaste Private limited,"Plot No. 96, Koorgalli Industrial Area, Belavadi Post, Mysuru
-570018 1200",Karnataka,Mysuru,13.057,77.9629,1200.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,143,139,0.028,0.972,2.1,+91-9901465363
REC_EXC_163,CPCB/EXC/2023/163,M/s. Earth Care E-waste Private Limited.,"Plot No.15,KIADB Industrial Area, 155, Kumbalgodu, KIADB Industrial Area, Kumbalgodu Village, Kengeri Hobli, Bengaluru S",Karnataka,Bengaluru,12.5233,77.7346,300.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,88,79,0.102,0.9,2.3,+91-9908346635
REC_EXC_164,CPCB/EXC/2023/164,M/s. E-Plant Recycling,"Plot No. 242/A, 2"" Phase, Narasapura Industrial Area, Kolar Tq &
District 300",Karnataka,Kolar,12.6199,78.0812,300.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,79,77,0.025,0.975,1.9,+91-9166984430
REC_EXC_165,CPCB/EXC/2023/165,M/s. Greens Recology,"Plot No. 415, KIADB, Vasanthanarapura Industrial Area, Tumakuru
Taluk and District 300",Karnataka,Tumakuru,12.9933,77.4373,300.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,155,139,0.103,0.898,3.3,+91-9844886646
REC_EXC_166,CPCB/EXC/2023/166,M/s. India Best Way Recycling,"Shed No. 08 (Mane Industrial Estate), Sy. No. 155, Kumbalgodu Village, Kengeri Hobli, Bengaluru
South Taluk, Bengaluru U",Karnataka,Bengaluru,12.634,77.2829,300.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",False,0.0,10.0,131,126,0.038,0.962,1.3,+91-9794205632
REC_EXC_167,CPCB/EXC/2023/167,M/s. Eco Trend recyclers #81 A & 82A Kachohalli Industrial Estate,"Dasanpura Hobli, Bengaluru 300",Karnataka,Bengaluru,13.3097,78.0392,300.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,50.0,165,159,0.036,0.964,0.6,+91-9877168711
REC_EXC_168,CPCB/EXC/2023/168,M/s. Extract,"Plot No. 14/A, KIADB, Attibele Indl. Area, Anekal Taluk, Bengaluru 650.04",Karnataka,Bengaluru,13.2671,78.0133,650.04,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,30.0,30.0,77,72,0.065,0.937,1.5,+91-9784134337
REC_EXC_169,CPCB/EXC/2023/169,M/s. Gopalan reprocessors India Pvt Ltd  No.131,"A Main Road, Industrial Suburb, Peenya
Ii Stage, Bengaluru 600",Karnataka,Bengaluru,13.471,77.1428,600.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,30.0,106,94,0.113,0.889,3.1,+91-9762027644
REC_EXC_170,CPCB/EXC/2023/170,M/s. IKON Recyclers .,"Plot No.5, Ground & 2"" Floor, 2nd Cross, 2"" Main Road, Magadi Road,
Bengaluru -560079 300",Karnataka,Bengaluru,13.2368,78.0203,300.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,30.0,52,47,0.096,0.907,1.6,+91-9301302013
REC_EXC_171,CPCB/EXC/2023/171,M/s. E-Scrappy Recyclers,"No. 106, Adrahalli main road, Byreshwara industrialEstate, Peenya
2nd stage, Bengaluru -560091 360",Karnataka,Bengaluru,13.0161,77.1004,360.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,75.0,178,161,0.096,0.906,1.8,+91-9296223711
REC_EXC_172,CPCB/EXC/2023/172,M/s. Global Tech RecyclersNo-8/5,"2nd Building, 1st Cross,,Kachohalli Village &Kachohalli
Industrial Estate,Lakshmipura Post, Dasanapura 300",Karnataka,Bengaluru,12.8449,77.3219,300.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,50.0,103,97,0.058,0.943,1.6,+91-9586764313
REC_EXC_173,CPCB/EXC/2023/173,M/s. GRKMS Private Limited,"1st Stage, Sompura,Bharathipura Dabaspet,Bengaluru-
562111 4099.92",Karnataka,Bengaluru,13.4231,77.9418,4099.92,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,30.0,77,71,0.078,0.924,1.9,+91-9720044330
REC_EXC_174,CPCB/EXC/2023/174,M/s. Communication Test Design,"India Private Limited Plot No 48, Near Balaji Temple, Peenya
II Phase, Bengaluru -560058, 1008",Karnataka,Bengaluru,13.2365,77.9076,1008.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,30.0,180,164,0.089,0.912,2.4,+91-9735786363
REC_EXC_175,CPCB/EXC/2023/175,M/s. JSA Web solutions,"Plot No. 93 A-4, Phase II, Jigani Industrial Area, Jigani Hobli, Anekal
Taluk Bengaluru 360",Karnataka,Bengaluru,13.4263,77.7493,360.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",False,0.0,10.0,170,153,0.1,0.901,1.0,+91-9604021955
REC_EXC_176,CPCB/EXC/2023/176,M/s. Recycler India MGT LLP,"Plot No.679 to
689, KIADB industrial area , Harohalli 3rd phase Kanakapura Taluk, Ramanagara District 5071.92",Karnataka,Ramanagara,12.7284,77.3795,5071.92,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,193,182,0.057,0.944,1.3,+91-9802438019
REC_EXC_177,CPCB/EXC/2023/177,M/s. Trishyiraya Recycling India pvt Ltd,"SW51, Apparel park, indl area, Bashettihalli & part of Arehalli, Shed no.10, Doddballapura, Bengaluru-
561203 360",Karnataka,Bengaluru,13.2948,77.6171,360.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,50.0,30.0,188,177,0.059,0.942,2.9,+91-9895550140
REC_EXC_178,CPCB/EXC/2023/178,M/s. Envirotech IT Solutions No.136,"1st Floor, Shiva Farm, Magadi Main
Road,Vrushabhavathinagar, Bengaluru -560079 312",Karnataka,Bengaluru,12.7282,78.0575,312.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,30.0,135,117,0.133,0.869,2.3,+91-9397163893
REC_EXC_179,CPCB/EXC/2023/179,M/s. Ace Recyclers,"Plot No. C29, KSSIDC, Industrial Estate, Hoskote Taluk, Bengaluru -
562114 312",Karnataka,Bengaluru,12.9868,77.6881,312.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,30.0,154,149,0.032,0.968,1.6,+91-9124245082
REC_EXC_180,CPCB/EXC/2023/180,M/s. E-Pragathi Recycling Pvt. Ltd. Plot No. 564,"Sy.No.55 & 52, Yelladadlu Village, Vasanthanarsapura, Industrial Area, 2nd Stage,
Kara, Hobli, Tumkur -572128 3240",Karnataka,Tumakuru,13.2521,77.3694,3240.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,30.0,30.0,175,166,0.051,0.949,1.9,+91-9471980529
REC_EXC_181,CPCB/EXC/2023/181,M/s. Best E-waste Recyclers Pvt Ltd.,"Plot No.459, Vasantha Narasapura Indl Area, 2nd
Phase, Tumkur- 572138 600",Karnataka,Kolar,12.6246,77.3298,600.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,30.0,179,154,0.14,0.862,1.2,+91-9985562822
REC_EXC_182,CPCB/EXC/2023/182,M/s. E2E Recycling Buisness Pvt Ltd No.550,"Sy No.102(p)Beeragondanahalli, Village, SIA 2nd stage,Nelamangala, Bengaluru 432",Karnataka,Bengaluru,13.0183,77.3265,432.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,30.0,30.0,31,27,0.129,0.879,2.6,+91-9762794050
REC_EXC_183,CPCB/EXC/2023/183,M/s. Return lab Recyclers pvt ltd. P.no.68,"Sw-51, Phase-2, Doddabalapura Apparel park,
Bengaluru-561203 360",Karnataka,Bengaluru,12.9143,77.5404,360.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,53,46,0.132,0.873,2.3,+91-9474637669
REC_EXC_184,CPCB/EXC/2023/184,M/s. Think Recycling Pvt Ltd Plot No b-77 KSSIDC dustrialarea,"Bommasand ra Bengaluru -
560099 600",Karnataka,Bengaluru,13.05,77.3688,600.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,126,117,0.071,0.93,1.5,+91-9501839173
REC_EXC_185,CPCB/EXC/2023/185,M/s. Kerala Enviro Infrastructure Ltd,"Infrastructure Ltd E Waste Dismantling Facility, Common TSDF project, Inside Fact-CD Campus,
Ambalamedu, Kochi 682303 12",Kerala,Kochi,10.7055,75.8405,1200.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,34,29,0.147,0.861,2.1,+91-9658685413
REC_EXC_186,CPCB/EXC/2023/186,M/s. Arihant E Recycling Pvt Ltd,"Gut No.307/1, Shahada Road, Dondaicha, Tal-Sinkheda, Dist-
Dhule. 2000 118031.5",Maharashtra,Dhule,19.8443,75.894,118031.5,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,30.0,50.0,159,155,0.025,0.975,1.6,+91-9943326934
REC_EXC_187,CPCB/EXC/2023/187,M/s. Eco-Recycling Ltd.,"Eco-House, Near Top Glass Enclave, Bhoipada,
Near Range Office, Sativali Road, Vasai (E), Dist.
Palghar 7200",Maharashtra,Palghar,19.7167,75.274,7200.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,30.0,60,57,0.05,0.952,2.1,+91-9515222205
REC_EXC_188,CPCB/EXC/2023/188,M/s. E-Incarnation Recycling Pvt. Ltd.  Plot ,"MIDC Area, Tarapur, Boiser, Dist: Palgar,
Maharashtra - 401506. 950",Maharashtra,Palghar,19.6742,76.0357,950.0,SUSPENDED,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,50.0,50.0,52,20,0.615,0.407,3.4,+91-9186012533
REC_EXC_189,CPCB/EXC/2023/189,M/s. Evergreen Recyclekaro India Pvt. Ltd.,"Gut. No. 113/A, Village Pali,
Tal. Wada, Dist. Palghar 7500",Maharashtra,Palghar,20.244,76.1409,7500.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,20.0,50.0,179,155,0.134,0.867,3.1,+91-9565945588
REC_EXC_190,CPCB/EXC/2023/190,M/s. Hi-Tech Recycling (I) Pvt. Ltd,"Property No.193, Gat No. 89, Pune-Satara Road, Shindewadi, Tal:
Bhor, Dist:- Pune 1410",Maharashtra,Satara,20.0776,75.9959,1410.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",False,0.0,10.0,180,160,0.111,0.89,1.6,+91-9513698817
REC_EXC_191,CPCB/EXC/2023/191,M/s. Justdispose Recycling Pvt Ltd. (Unit-II),"S.No. 42/5,Kaddu Industrial Estate, Sativali
Phata,Vasai (E), Tal-Vasai,Dist- Palghar. 1200",Maharashtra,Palghar,20.1885,75.7677,1200.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,84,73,0.131,0.872,2.0,+91-9385939003
REC_EXC_192,CPCB/EXC/2023/192,M/s. Pranam Enterprises,"Sr. No. 286/116, Next to Badhe, Vill. Urali Deveshi, Tal. Haveli, Dist. Pune 1000",Maharashtra,Pune,20.1029,75.4224,1000.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",False,0.0,10.0,111,103,0.072,0.929,3.1,+91-9607049629
REC_EXC_193,CPCB/EXC/2023/193,M/s. Techeco E-Waste Namo LLP,"Gat No. 155 B/2, Village Dhakambe, Tal. Dindori, Dist. Nashik 9360",Maharashtra,Nashik,19.9729,75.3552,9360.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,30.0,192,169,0.12,0.881,1.2,+91-9990445005
REC_EXC_194,CPCB/EXC/2023/194,M/s. Threco Recycling LLP,"Survey No. 153-3 & 149-1,
Hedavli, Dist- Raigad. 3000",Maharashtra,Raigad,20.2271,75.8549,3000.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,83,74,0.108,0.894,2.0,+91-9556352877
REC_EXC_195,CPCB/EXC/2023/195,M/s. WE-The Recycling Company,"H. No. 2212, Sr. No. 9-1 N, Behind Essar Petrol Pump, Village
Borpada, Tal. Bhiwandi, Dist. Thane 800",Maharashtra,Thane,20.1498,76.0432,800.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,30.0,170,153,0.1,0.901,1.9,+91-9126231747
REC_EXC_196,CPCB/EXC/2023/196,M/s. ECO RESET PRIVATE LIMITED PLOT NO. 19/1,"MOUZA BHOWARI, KAMPTEE, NAGPUR,
MAHARASHTRA - 441001 10200",Maharashtra,Nagpur,19.3867,76.177,10200.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,75.0,107,103,0.037,0.963,0.8,+91-9704844421
REC_EXC_197,CPCB/EXC/2023/197,M/s. ECO Friend Industries,"Plot No. A-205, TTC Industrial Area, MIDC Pawane, Navi Mumbai,
Tal. & Dist. Thane 1000
240",Maharashtra,Navi Mumbai,19.2518,75.2316,12.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,75.0,34,32,0.059,0.944,1.1,+91-9118268849
REC_EXC_198,CPCB/EXC/2023/198,M/s. A. S. ENTERPRISES SHOP NO 4 SHANKAR TEMP,"Chembur,Mumbai Suburban -
400089 500",Maharashtra,Mumbai,19.3093,75.9089,500.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,128,111,0.133,0.869,1.4,+91-9533988466
REC_EXC_199,CPCB/EXC/2023/199,M/s. AG Enterprises,"Gat No. 815 (1), Kudalwadi, Chikhli, Pune 411062 365",Maharashtra,Pune,19.4293,75.9055,365.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,30.0,132,117,0.114,0.888,2.4,+91-9216142203
REC_EXC_200,CPCB/EXC/2023/200,M/s. Aman Trading Co. F/1,"Annasagr Market, Behind Farooqi Hotel, Kurla Andheri Road, Jarimari, Kurla (W), Mumbai 400072 100",Maharashtra,Mumbai,20.0995,75.9382,100.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,75.0,36,33,0.083,0.921,3.0,+91-9688748796
REC_EXC_201,CPCB/EXC/2023/201,M/s. Ambar Enterprises Awutade,"Handewadi, Tal. Haveli, Dist. Pune 411028 250",Maharashtra,Pune,20.0208,75.2249,250.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,30.0,50.0,108,100,0.074,0.927,0.9,+91-9251655846
REC_EXC_202,CPCB/EXC/2023/202,M/s. Amiable Electroning Pvt. Ltd. Plot No. D,"Shirawane, TTC Industrial Area, MIDC Shiewane, Nerul, Navi Mumbai 750",Maharashtra,Navi Mumbai,19.8704,75.5374,750.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,50.0,202,174,0.139,0.863,0.8,+91-9305984443
REC_EXC_203,CPCB/EXC/2023/203,M/s. Anand Computer System 2160 B,"Sadashiv Peth, Swamipuram Bldg, Shop No. 7,8,9, Pune - 411030 350",Maharashtra,Pune,19.8976,75.7132,350.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,63,56,0.111,0.892,2.5,+91-9360644066
REC_EXC_204,CPCB/EXC/2023/204,M/s. Ancus India Reprocessing Pvt. Ltd.,"shop No. 2, Bldg. No. 1, Tiwari Estate, Vill:-Dhaniv,
Nalasopara€, Vasai 450",Maharashtra,Palghar,19.6274,75.6084,450.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,30.0,134,116,0.134,0.868,1.4,+91-9908032384
REC_EXC_205,CPCB/EXC/2023/205,M/s. Aqsa Stamping,"Plot no. 55, Rangara Industrial Estate, 33/35, Kiravali (Adivali), Tal. Panvel, Dist. Raigad. 300",Maharashtra,Raigad,20.0604,75.2903,300.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,75.0,63,57,0.095,0.908,2.4,+91-9589341006
REC_EXC_206,CPCB/EXC/2023/206,M/s. ARSH RECYCLING PRIVATE LIMITED GAT No. 1,"RANJANGAON GANPATI, PUNE NAGAR
ROAD, Ranjangaon Ganpati, Pune - 412209 2400",Maharashtra,Pune,20.1409,75.6645,2400.0,ACTIVE,"PCB,BATTERY,CABLE",False,0.0,10.0,201,185,0.08,0.921,0.6,+91-9263302599
REC_EXC_207,CPCB/EXC/2023/207,M/s. Asquare Industrial Solutions Gala No. 3,"Plot No. 35, Mulgaon, MIDC Khopoli, Tal. Khopoli, Dist.
Raigad 300",Maharashtra,Raigad,19.3363,75.9302,300.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",False,0.0,10.0,181,156,0.138,0.863,2.7,+91-9543461433
REC_EXC_208,CPCB/EXC/2023/208,M/s. Avis Technoways Plot No. A-58,"MIDC Osmanabad, Dist. Osmanabad 500",Maharashtra,Osmanabad,19.7134,76.2055,500.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,75.0,215,187,0.13,0.871,3.0,+91-9395119367
REC_EXC_209,CPCB/EXC/2023/209,M/s. Baban Plastic,"Gut No. 1, At. Sajapur, Tal. & Dist. Aurangabad 401136 500",Maharashtra,Chhatrapati Sambhajinagar,19.5165,75.2348,500.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,30.0,102,92,0.098,0.904,0.5,+91-9123250723
REC_EXC_210,CPCB/EXC/2023/210,M/s. Bharat E Waste Recycling Co. Sr. No. 189,"Vill. Waliv, Vasai-Virar City (M Corp), Palghar -
401208. 500",Maharashtra,Palghar,19.8665,75.9885,500.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,75.0,143,128,0.105,0.897,1.4,+91-9589440001
REC_EXC_211,CPCB/EXC/2023/211,M/s. Bhavesh Enterprises,"Sr. No. 225/11, Hissa No. 23, Gausiya Compound, Gate No. 1, Vill. Pimpri,
Tal. & Dist. Thane 200",Maharashtra,Pune,19.8534,75.7963,200.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,75.0,39,35,0.103,0.902,2.3,+91-9508072136
REC_EXC_212,CPCB/EXC/2023/212,M/s. BKE RECYCLING Adsul Mala,"Shivram Nagar,Uruli Devachi,URULI DEVACHI,Pune -
412308 300",Maharashtra,Pune,19.6237,75.646,300.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,30.0,50.0,201,177,0.119,0.882,0.5,+91-9254218466
REC_EXC_213,CPCB/EXC/2023/213,M/s. Bombay Metal Works,"Sr. 54, Hissa No. 4, Dahisar Road, Pimpri, Tal & Dist: Thane 1000",Maharashtra,Mumbai,19.923,75.5308,1000.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,50.0,178,169,0.051,0.95,3.4,+91-9348305901
REC_EXC_214,CPCB/EXC/2023/214,M/s. Bombay Recyclers Pvt. Ltd. Gala No. P-17,"S. No. 121/2, Balaji Industrial Park, Behind
Hindalco Co. MIDC Taloja, Panvel, Dist. Raigad 200",Maharashtra,Raigad,20.0279,75.8701,200.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,30.0,51,47,0.078,0.925,1.0,+91-9665770780
REC_EXC_215,CPCB/EXC/2023/215,M/s. Bsqaure E-Waste Recyclers,"Gala No. 800, Survey No. 69/3, Siddhivinayak Market, Mohammadia Estate, Pimpri, Thane, Dist:
Thane,Maharashtra. 325",Maharashtra,Pune,19.9368,75.3058,325.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,30.0,51,47,0.078,0.925,2.7,+91-9580780802
REC_EXC_216,CPCB/EXC/2023/216,M/s. CBS EWaste Recycling Industries G.No. 18,"At. Khanapur, Tal. Akole, Dist. Ahmednagar 2500",Maharashtra,Ahmednagar,19.549,75.7789,2500.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,50.0,30.0,157,143,0.089,0.912,1.9,+91-9140078991
REC_EXC_217,CPCB/EXC/2023/217,M/s. Chaudhary Metal 80/2,"Village -Waliwali Dahisar, Mori, Mumbra Panvel Road, Group
Grampachayat, Dist. Thane - 400612 350",Maharashtra,Mumbai,20.0633,75.9556,350.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,50.0,50.0,127,112,0.118,0.884,2.7,+91-9379681325
REC_EXC_218,CPCB/EXC/2023/218,M/s. Clean Tech B/8,"Gala no:  3,  Parasnath indl Estate, Anjurphata Road, vill: Val, Tal: Bhiwandi
Dist: Thane 360",Maharashtra,Thane,19.8675,75.4019,360.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,50.0,119,114,0.042,0.959,2.7,+91-9969647373
REC_EXC_219,CPCB/EXC/2023/219,M/s. Connect Info Solutions India Private Lim,"Saibaba Apartment, Plot No 12, Sector 9, Near Corporation Bank, Khanda Colony, New Panvel -
410206 130",Maharashtra,Raigad,20.001,75.9726,130.0,ACTIVE,"PCB,BATTERY,CABLE",True,50.0,75.0,99,95,0.04,0.96,0.9,+91-9681434990
REC_EXC_220,CPCB/EXC/2023/220,M/s. CPG Shell Mould & Casting,"Plot No. W- 39, Additional MIDC, Satara 1000",Maharashtra,Satara,19.7001,75.936,1000.0,ACTIVE,"PCB,BATTERY,CABLE",True,20.0,50.0,83,78,0.06,0.941,0.6,+91-9816766125
REC_EXC_221,CPCB/EXC/2023/221,M/s. E Clean E Green Recycling Umar Compound,"Jabar Pada, Nalasopara, Vasai-Virar City (M
Corp), Dist. Palghar 401208. 500",Maharashtra,Palghar,19.607,76.0081,500.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,50.0,32,27,0.156,0.853,1.2,+91-9971635443
REC_EXC_222,CPCB/EXC/2023/222,M/s. Earth Sense Recycle Pvt. Ltd. A7,"Gala No.1,2 & 3, Ground Floor, Prerana Complex, Val Village, Dapoda Road, Anjurphatta, Bhiwandi, District-Thane. 750",Maharashtra,Thane,19.8122,75.8174,750.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,75.0,78,73,0.064,0.938,0.7,+91-9461800812
REC_EXC_223,CPCB/EXC/2023/223,M/s. Eco Layer E-Waste Recycling S. No. 11,"H. No. 1/1, PT-8, S. K. Indl. Estate, Choudhary
Compound, Vasai E, Palghar 110",Maharashtra,Palghar,19.9974,76.1959,110.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,50.0,30.0,123,110,0.106,0.896,1.2,+91-9621503550
REC_EXC_224,CPCB/EXC/2023/224,M/s. Eco Tantra LLP M-365,"Raviwar Peth, Bohari Lane, Tal. & Dist. Pune 160",Maharashtra,Pune,19.4721,75.8121,160.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,30.0,30.0,190,173,0.089,0.911,2.0,+91-9865588526
REC_EXC_225,CPCB/EXC/2023/225,M/s. Eco Tech Recycling,"C/6, (5), Sagar Industrial Estate, S. No. 46/4, Dhumal Nagar, Vasai (E),
Tal: Vasai, Dist: Palghar. 450",Maharashtra,Palghar,19.3698,75.6238,450.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,50.0,173,152,0.121,0.88,1.6,+91-9462973233
REC_EXC_226,CPCB/EXC/2023/226,M/s. Ecostar Recycling,"Survey No.94 Hissa No.12 Mahadev Industrial, Near Ladi Company,
Mumbra, Dist:- Thane- 400612. 275",Maharashtra,Thane,19.4168,75.9142,275.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",True,30.0,30.0,138,131,0.051,0.95,1.3,+91-9871620141
REC_EXC_227,CPCB/EXC/2023/227,M/s. EMS Scrapo,"S. No. 199, Hissa No. 3, Bharat
Market, Khan Compound, Shil-Mahape Road, Shil, Tal. & Dist. Thane 90",Maharashtra,Navi Mumbai,19.477,75.5908,90.0,ACTIVE,"PCB,CABLE,LCD,MOTORS",True,20.0,50.0,34,32,0.059,0.944,0.7,+91-9761052710
REC_EXC_228,CPCB/EXC/2023/228,M/s. Envirocare Recycling Pvt. Ltd. Unit no: ,"Uchat, Road, Village
: Magathane, Tal : Wada Dist : Thane 500",Maharashtra,Thane,19.748,75.6508,500.0,ACTIVE,"PCB,BATTERY,CABLE",True,30.0,50.0,89,77,0.135,0.868,2.8,+91-9774117271
REC_EXC_229,CPCB/EXC/2023/229,M/s. Environment Experts,"Gala No. 11, Lane, J. K. Compound, Opp. Roshan Comp. Kherani Road, Sakinaka, Mumbai 350",Maharashtra,Mumbai,19.7236,75.2273,350.0,ACTIVE,"CRT,MIXED_PLASTIC,METALS",False,0.0,10.0,115,102,0.113,0.889,1.3,+91-9259457549
REC_EXC_230,CPCB/EXC/2023/230,M/s. E-Recon Recycling Pvt. Ltd. Gut No. 94,"Chitegaon, Tal. Paithan, Dist. Aurangabad 500",Maharashtra,Chhatrapati Sambhajinagar,19.501,75.4858,500.0,ACTIVE,"PCB,BATTERY,CABLE,LCD,CRT,MIXED_PLASTIC",True,20.0,50.0,73,64,0.123,0.88,0.6,+91-9369093459
