material_code,city,as_of,buy_rate_per_kg
CRT_MONITOR,Ahmedabad,2026-06-22,29.12
MIXED_EWASTE_CASING,Ahmedabad,2026-06-22,29.12
MOTHERBOARD_HIGH_GRADE,Surat,2026-06-22,307.12
POWER_SUPPLY_LOW_GRADE,Surat,2026-06-22,57.12
COPPER_HEAVY_INSULATED,Surat,2026-06-22,447.12
ALUMINIUM_WIRE,Surat,2026-06-22,122.12
LEad_ACID,Surat,2026-06-22,97.12
BATTERY_LITHIUM_PORTABLE,Surat,2026-06-22,137.12
LCD_PANEL_INTACT,Surat,2026-06-22,167.12
CRT_MONITOR,Surat,2026-06-22,27.12
MIXED_EWASTE_CASING,Surat,2026-06-22,27.12
MOTHERBOARD_HIGH_GRADE,Kolkata,2026-06-22,310.12
POWER_SUPPLY_LOW_GRADE,Kolkata,2026-06-22,60.12
COPPER_HEAVY_INSULATED,Kolkata,2026-06-22,450.12
ALUMINIUM_WIRE,Kolkata,2026-06-22,125.12
LEad_ACID,Kolkata,2026-06-22,100.12
BATTERY_LITHIUM_PORTABLE,Kolkata,2026-06-22,140.12
LCD_PANEL_INTACT,Kolkata,2026-06-22,170.12
CRT_MONITOR,Kolkata,2026-06-22,30.12
MIXED_EWASTE_CASING,Kolkata,2026-06-22,30.12
MOTHERBOARD_HIGH_GRADE,Lucknow,2026-06-22,308.12
POWER_SUPPLY_LOW_GRADE,Lucknow,2026-06-22,58.12
COPPER_HEAVY_INSULATED,Lucknow,2026-06-22,448.12
ALUMINIUM_WIRE,Lucknow,2026-06-22,123.12
LEad_ACID,Lucknow,2026-06-22,98.12
BATTERY_LITHIUM_PORTABLE,Lucknow,2026-06-22,138.12
LCD_PANEL_INTACT,Lucknow,2026-06-22,168.12
CRT_MONITOR,Lucknow,2026-06-22,28.12
MIXED_EWASTE_CASING,Lucknow,2026-06-22,28.12
MOTHERBOARD_HIGH_GRADE,Noida,2026-06-22,305.12
POWER_SUPPLY_LOW_GRADE,Noida,2026-06-22,55.12
COPPER_HEAVY_INSULATED,Noida,2026-06-22,445.12
ALUMINIUM_WIRE,Noida,2026-06-22,120.12
LEad_ACID,Noida,2026-06-22,95.12
BATTERY_LITHIUM_PORTABLE,Noida,2026-06-22,135.12
LCD_PANEL_INTACT,Noida,2026-06-22,165.12
CRT_MONITOR,Noida,2026-06-22,25.12
MIXED_EWASTE_CASING,Noida,2026-06-22,25.12
MOTHERBOARD_HIGH_GRADE,Kanpur,2026-06-22,306.12
POWER_SUPPLY_LOW_GRADE,Kanpur,2026-06-22,56.12
COPPER_HEAVY_INSULATED,Kanpur,2026-06-22,446.12
ALUMINIUM_WIRE,Kanpur,2026-06-22,121.12
LEad_ACID,Kanpur,2026-06-22,96.12
BATTERY_LITHIUM_PORTABLE,Kanpur,2026-06-22,136.12
LCD_PANEL_INTACT,Kanpur,2026-06-22,166.12
CRT_MONITOR,Kanpur,2026-06-22,26.12
MIXED_EWASTE_CASING,Kanpur,2026-06-22,26.12
MOTHERBOARD_HIGH_GRADE,Bhubaneswar,2026-06-22,310.12
POWER_SUPPLY_LOW_GRADE,Bhubaneswar,2026-06-22,60.12
COPPER_HEAVY_INSULATED,Bhubaneswar,2026-06-22,450.12
ALUMINIUM_WIRE,Bhubaneswar,2026-06-22,125.12
LEad_ACID,Bhubaneswar,2026-06-22,100.12
BATTERY_LITHIUM_PORTABLE,Bhubaneswar,2026-06-22,140.12
LCD_PANEL_INTACT,Bhubaneswar,2026-06-22,170.12
CRT_MONITOR,Bhubaneswar,2026-06-22,30.12
MIXED_EWASTE_CASING,Bhubaneswar,2026-06-22,30.12
MOTHERBOARD_HIGH_GRADE,Cuttack,2026-06-22,310.12
POWER_SUPPLY_LOW_GRADE,Cuttack,2026-06-22,60.12
COPPER_HEAVY_INSULATED,Cuttack,2026-06-22,450.12
ALUMINIUM_WIRE,Cuttack,2026-06-22,125.12
LEad_ACID,Cuttack,2026-06-22,100.12
BATTERY_LITHIUM_PORTABLE,Cuttack,2026-06-22,140.12
LCD_PANEL_INTACT,Cuttack,2026-06-22,170.12
CRT_MONITOR,Cuttack,2026-06-22,30.12
MIXED_EWASTE_CASING,Cuttack,2026-06-22,30.12
MOTHERBOARD_HIGH_GRADE,Patna,2026-06-22,301.12
POWER_SUPPLY_LOW_GRADE,Patna,2026-06-22,51.12
COPPER_HEAVY_INSULATED,Patna,2026-06-22,441.12
ALUMINIUM_WIRE,Patna,2026-06-22,116.12
LEad_ACID,Patna,2026-06-22,91.12
BATTERY_LITHIUM_PORTABLE,Patna,2026-06-22,131.12
LCD_PANEL_INTACT,Patna,2026-06-22,161.12
CRT_MONITOR,Patna,2026-06-22,21.12
MIXED_EWASTE_CASING,Patna,2026-06-22,21.12
MOTHERBOARD_HIGH_GRADE,Jaipur,2026-06-22,305.12
POWER_SUPPLY_LOW_GRADE,Jaipur,2026-06-22,55.12
COPPER_HEAVY_INSULATED,Jaipur,2026-06-22,445.12
ALUMINIUM_WIRE,Jaipur,2026-06-22,120.12
LEad_ACID,Jaipur,2026-06-22,95.12
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-06-22,135.12
LCD_PANEL_INTACT,Jaipur,2026-06-22,165.12
CRT_MONITOR,Jaipur,2026-06-22,25.12
MIXED_EWASTE_CASING,Jaipur,2026-06-22,25.12
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-06-22,310.12
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-06-22,60.12
COPPER_HEAVY_INSULATED,Jodhpur,2026-06-22,450.12
ALUMINIUM_WIRE,Jodhpur,2026-06-22,125.12
LEad_ACID,Jodhpur,2026-06-22,100.12
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-06-22,140.12
LCD_PANEL_INTACT,Jodhpur,2026-06-22,170.12
CRT_MONITOR,Jodhpur,2026-06-22,30.12
MIXED_EWASTE_CASING,Jodhpur,2026-06-22,30.12
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-06-22,302.12
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-06-22,52.12
COPPER_HEAVY_INSULATED,Bhopal,2026-06-22,442.12
ALUMINIUM_WIRE,Bhopal,2026-06-22,117.12
LEad_ACID,Bhopal,2026-06-22,92.12
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-06-22,132.12
LCD_PANEL_INTACT,Bhopal,2026-06-22,162.12
CRT_MONITOR,Bhopal,2026-06-22,22.12
MIXED_EWASTE_CASING,Bhopal,2026-06-22,22.12
MOTHERBOARD_HIGH_GRADE,Indore,2026-06-22,303.12
POWER_SUPPLY_LOW_GRADE,Indore,2026-06-22,53.12
COPPER_HEAVY_INSULATED,Indore,2026-06-22,443.12
ALUMINIUM_WIRE,Indore,2026-06-22,118.12
LEad_ACID,Indore,2026-06-22,93.12
BATTERY_LITHIUM_PORTABLE,Indore,2026-06-22,133.12
LCD_PANEL_INTACT,Indore,2026-06-22,163.12
CRT_MONITOR,Indore,2026-06-22,23.12
MIXED_EWASTE_CASING,Indore,2026-06-22,23.12
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-06-22,303.12
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-06-22,53.12
COPPER_HEAVY_INSULATED,Chandigarh,2026-06-22,443.12
ALUMINIUM_WIRE,Chandigarh,2026-06-22,118.12
LEad_ACID,Chandigarh,2026-06-22,93.12
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-06-22,133.12
LCD_PANEL_INTACT,Chandigarh,2026-06-22,163.12
CRT_MONITOR,Chandigarh,2026-06-22,23.12
MIXED_EWASTE_CASING,Chandigarh,2026-06-22,23.12
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-06-22,311.12
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-06-22,61.12
COPPER_HEAVY_INSULATED,Ludhiana,2026-06-22,451.12
ALUMINIUM_WIRE,Ludhiana,2026-06-22,126.12
LEad_ACID,Ludhiana,2026-06-22,101.12
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-06-22,141.12
LCD_PANEL_INTACT,Ludhiana,2026-06-22,171.12
CRT_MONITOR,Ludhiana,2026-06-22,31.12
MIXED_EWASTE_CASING,Ludhiana,2026-06-22,31.12
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-06-22,308.12
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-06-22,58.12
COPPER_HEAVY_INSULATED,Dehradun,2026-06-22,448.12
ALUMINIUM_WIRE,Dehradun,2026-06-22,123.12
LEad_ACID,Dehradun,2026-06-22,98.12
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-06-22,138.12
LCD_PANEL_INTACT,Dehradun,2026-06-22,168.12
CRT_MONITOR,Dehradun,2026-06-22,28.12
MIXED_EWASTE_CASING,Dehradun,2026-06-22,28.12
MOTHERBOARD_HIGH_GRADE,Raipur,2026-06-22,305.12
POWER_SUPPLY_LOW_GRADE,Raipur,2026-06-22,55.12
COPPER_HEAVY_INSULATED,Raipur,2026-06-22,445.12
ALUMINIUM_WIRE,Raipur,2026-06-22,120.12
LEad_ACID,Raipur,2026-06-22,95.12
BATTERY_LITHIUM_PORTABLE,Raipur,2026-06-22,135.12
LCD_PANEL_INTACT,Raipur,2026-06-22,165.12
CRT_MONITOR,Raipur,2026-06-22,25.12
MIXED_EWASTE_CASING,Raipur,2026-06-22,25.12
MOTHERBOARD_HIGH_GRADE,Ranchi,2026-06-22,309.12
POWER_SUPPLY_LOW_GRADE,Ranchi,2026-06-22,59.12
COPPER_HEAVY_INSULATED,Ranchi,2026-06-22,449.12
ALUMINIUM_WIRE,Ranchi,2026-06-22,124.12
LEad_ACID,Ranchi,2026-06-22,99.12
BATTERY_LITHIUM_PORTABLE,Ranchi,2026-06-22,139.12
LCD_PANEL_INTACT,Ranchi,2026-06-22,169.12
CRT_MONITOR,Ranchi,2026-06-22,29.12
MIXED_EWASTE_CASING,Ranchi,2026-06-22,29.12
MOTHERBOARD_HIGH_GRADE,Guwahati,2026-06-22,299.12
POWER_SUPPLY_LOW_GRADE,Guwahati,2026-06-22,49.12
COPPER_HEAVY_INSULATED,Guwahati,2026-06-22,439.12
ALUMINIUM_WIRE,Guwahati,2026-06-22,114.12
LEad_ACID,Guwahati,2026-06-22,89.12
BATTERY_LITHIUM_PORTABLE,Guwahati,2026-06-22,129.12
LCD_PANEL_INTACT,Guwahati,2026-06-22,159.12
CRT_MONITOR,Guwahati,2026-06-22,19.12
MIXED_EWASTE_CASING,Guwahati,2026-06-22,19.12
MOTHERBOARD_HIGH_GRADE,Thiruvananthapuram,2026-06-22,313.12
POWER_SUPPLY_LOW_GRADE,Thiruvananthapuram,2026-06-22,63.12
COPPER_HEAVY_INSULATED,Thiruvananthapuram,2026-06-22,453.12
ALUMINIUM_WIRE,Thiruvananthapuram,2026-06-22,128.12
LEad_ACID,Thiruvananthapuram,2026-06-22,103.12
BATTERY_LITHIUM_PORTABLE,Thiruvananthapuram,2026-06-22,143.12
LCD_PANEL_INTACT,Thiruvananthapuram,2026-06-22,173.12
CRT_MONITOR,Thiruvananthapuram,2026-06-22,33.12
MIXED_EWASTE_CASING,Thiruvananthapuram,2026-06-22,33.12
MOTHERBOARD_HIGH_GRADE,Panaji,2026-06-22,307.12
POWER_SUPPLY_LOW_GRADE,Panaji,2026-06-22,57.12
COPPER_HEAVY_INSULATED,Panaji,2026-06-22,447.12
ALUMINIUM_WIRE,Panaji,2026-06-22,122.12
LEad_ACID,Panaji,2026-06-22,97.12
BATTERY_LITHIUM_PORTABLE,Panaji,2026-06-22,137.12
LCD_PANEL_INTACT,Panaji,2026-06-22,167.12
CRT_MONITOR,Panaji,2026-06-22,27.12
MIXED_EWASTE_CASING,Panaji,2026-06-22,27.12
MOTHERBOARD_HIGH_GRADE,Jammu,2026-06-22,306.12
POWER_SUPPLY_LOW_GRADE,Jammu,2026-06-22,56.12
COPPER_HEAVY_INSULATED,Jammu,2026-06-22,446.12
ALUMINIUM_WIRE,Jammu,2026-06-22,121.12
LEad_ACID,Jammu,2026-06-22,96.12
BATTERY_LITHIUM_PORTABLE,Jammu,2026-06-22,136.12
LCD_PANEL_INTACT,Jammu,2026-06-22,166.12
CRT_MONITOR,Jammu,2026-06-22,26.12
MIXED_EWASTE_CASING,Jammu,2026-06-22,26.12
MOTHERBOARD_HIGH_GRADE,Shimla,2026-06-22,313.12
POWER_SUPPLY_LOW_GRADE,Shimla,2026-06-22,63.12
COPPER_HEAVY_INSULATED,Shimla,2026-06-22,453.12
ALUMINIUM_WIRE,Shimla,2026-06-22,128.12
LEad_ACID,Shimla,2026-06-22,103.12
BATTERY_LITHIUM_PORTABLE,Shimla,2026-06-22,143.12
LCD_PANEL_INTACT,Shimla,2026-06-22,173.12
CRT_MONITOR,Shimla,2026-06-22,33.12
MIXED_EWASTE_CASING,Shimla,2026-06-22,33.12
MOTHERBOARD_HIGH_GRADE,Delhi,2026-06-23,302.46
POWER_SUPPLY_LOW_GRADE,Delhi,2026-06-23,52.46
COPPER_HEAVY_INSULATED,Delhi,2026-06-23,442.46
ALUMINIUM_WIRE,Delhi,2026-06-23,117.46
LEad_ACID,Delhi,2026-06-23,92.46
BATTERY_LITHIUM_PORTABLE,Delhi,2026-06-23,132.46
LCD_PANEL_INTACT,Delhi,2026-06-23,162.46
CRT_MONITOR,Delhi,2026-06-23,22.46
MIXED_EWASTE_CASING,Delhi,2026-06-23,22.46
MOTHERBOARD_HIGH_GRADE,Mumbai,2026-06-23,307.46
POWER_SUPPLY_LOW_GRADE,Mumbai,2026-06-23,57.46
COPPER_HEAVY_INSULATED,Mumbai,2026-06-23,447.46
ALUMINIUM_WIRE,Mumbai,2026-06-23,122.46
LEad_ACID,Mumbai,2026-06-23,97.46
BATTERY_LITHIUM_PORTABLE,Mumbai,2026-06-23,137.46
LCD_PANEL_INTACT,Mumbai,2026-06-23,167.46
CRT_MONITOR,Mumbai,2026-06-23,27.46
MIXED_EWASTE_CASING,Mumbai,2026-06-23,27.46
MOTHERBOARD_HIGH_GRADE,Pune,2026-06-23,313.46
POWER_SUPPLY_LOW_GRADE,Pune,2026-06-23,63.46
COPPER_HEAVY_INSULATED,Pune,2026-06-23,453.46
ALUMINIUM_WIRE,Pune,2026-06-23,128.46
LEad_ACID,Pune,2026-06-23,103.46
BATTERY_LITHIUM_PORTABLE,Pune,2026-06-23,143.46
LCD_PANEL_INTACT,Pune,2026-06-23,173.46
CRT_MONITOR,Pune,2026-06-23,33.46
MIXED_EWASTE_CASING,Pune,2026-06-23,33.46
MOTHERBOARD_HIGH_GRADE,Nagpur,2026-06-23,308.46
POWER_SUPPLY_LOW_GRADE,Nagpur,2026-06-23,58.46
COPPER_HEAVY_INSULATED,Nagpur,2026-06-23,448.46
ALUMINIUM_WIRE,Nagpur,2026-06-23,123.46
LEad_ACID,Nagpur,2026-06-23,98.46
BATTERY_LITHIUM_PORTABLE,Nagpur,2026-06-23,138.46
LCD_PANEL_INTACT,Nagpur,2026-06-23,168.46
CRT_MONITOR,Nagpur,2026-06-23,28.46
MIXED_EWASTE_CASING,Nagpur,2026-06-23,28.46
MOTHERBOARD_HIGH_GRADE,Bengaluru,2026-06-23,314.46
POWER_SUPPLY_LOW_GRADE,Bengaluru,2026-06-23,64.46
COPPER_HEAVY_INSULATED,Bengaluru,2026-06-23,454.46
ALUMINIUM_WIRE,Bengaluru,2026-06-23,129.46
LEad_ACID,Bengaluru,2026-06-23,104.46
BATTERY_LITHIUM_PORTABLE,Bengaluru,2026-06-23,144.46
LCD_PANEL_INTACT,Bengaluru,2026-06-23,174.46
CRT_MONITOR,Bengaluru,2026-06-23,34.46
MIXED_EWASTE_CASING,Bengaluru,2026-06-23,34.46
MOTHERBOARD_HIGH_GRADE,Mysuru,2026-06-23,307.46
POWER_SUPPLY_LOW_GRADE,Mysuru,2026-06-23,57.46
COPPER_HEAVY_INSULATED,Mysuru,2026-06-23,447.46
ALUMINIUM_WIRE,Mysuru,2026-06-23,122.46
LEad_ACID,Mysuru,2026-06-23,97.46
BATTERY_LITHIUM_PORTABLE,Mysuru,2026-06-23,137.46
LCD_PANEL_INTACT,Mysuru,2026-06-23,167.46
CRT_MONITOR,Mysuru,2026-06-23,27.46
MIXED_EWASTE_CASING,Mysuru,2026-06-23,27.46
MOTHERBOARD_HIGH_GRADE,Chennai,2026-06-23,315.46
POWER_SUPPLY_LOW_GRADE,Chennai,2026-06-23,65.46
COPPER_HEAVY_INSULATED,Chennai,2026-06-23,455.46
ALUMINIUM_WIRE,Chennai,2026-06-23,130.46
LEad_ACID,Chennai,2026-06-23,105.46
BATTERY_LITHIUM_PORTABLE,Chennai,2026-06-23,145.46
LCD_PANEL_INTACT,Chennai,2026-06-23,175.46
CRT_MONITOR,Chennai,2026-06-23,35.46
MIXED_EWASTE_CASING,Chennai,2026-06-23,35.46
MOTHERBOARD_HIGH_GRADE,Coimbatore,2026-06-23,311.46
POWER_SUPPLY_LOW_GRADE,Coimbatore,2026-06-23,61.46
COPPER_HEAVY_INSULATED,Coimbatore,2026-06-23,451.46
ALUMINIUM_WIRE,Coimbatore,2026-06-23,126.46
LEad_ACID,Coimbatore,2026-06-23,101.46
BATTERY_LITHIUM_PORTABLE,Coimbatore,2026-06-23,141.46
LCD_PANEL_INTACT,Coimbatore,2026-06-23,171.46
CRT_MONITOR,Coimbatore,2026-06-23,31.46
MIXED_EWASTE_CASING,Coimbatore,2026-06-23,31.46
MOTHERBOARD_HIGH_GRADE,Hyderabad,2026-06-23,304.46
POWER_SUPPLY_LOW_GRADE,Hyderabad,2026-06-23,54.46
COPPER_HEAVY_INSULATED,Hyderabad,2026-06-23,444.46
ALUMINIUM_WIRE,Hyderabad,2026-06-23,119.46
LEad_ACID,Hyderabad,2026-06-23,94.46
BATTERY_LITHIUM_PORTABLE,Hyderabad,2026-06-23,134.46
LCD_PANEL_INTACT,Hyderabad,2026-06-23,164.46
CRT_MONITOR,Hyderabad,2026-06-23,24.46
MIXED_EWASTE_CASING,Hyderabad,2026-06-23,24.46
MOTHERBOARD_HIGH_GRADE,Ahmedabad,2026-06-23,311.46
POWER_SUPPLY_LOW_GRADE,Ahmedabad,2026-06-23,61.46
COPPER_HEAVY_INSULATED,Ahmedabad,2026-06-23,451.46
ALUMINIUM_WIRE,Ahmedabad,2026-06-23,126.46
LEad_ACID,Ahmedabad,2026-06-23,101.46
BATTERY_LITHIUM_PORTABLE,Ahmedabad,2026-06-23,141.46
LCD_PANEL_INTACT,Ahmedabad,2026-06-23,171.46
CRT_MONITOR,Ahmedabad,2026-06-23,31.46
MIXED_EWASTE_CASING,Ahmedabad,2026-06-23,31.46
MOTHERBOARD_HIGH_GRADE,Surat,2026-06-23,309.46
POWER_SUPPLY_LOW_GRADE,Surat,2026-06-23,59.46
COPPER_HEAVY_INSULATED,Surat,2026-06-23,449.46
ALUMINIUM_WIRE,Surat,2026-06-23,124.46
LEad_ACID,Surat,2026-06-23,99.46
BATTERY_LITHIUM_PORTABLE,Surat,2026-06-23,139.46
LCD_PANEL_INTACT,Surat,2026-06-23,169.46
CRT_MONITOR,Surat,2026-06-23,29.46
MIXED_EWASTE_CASING,Surat,2026-06-23,29.46
MOTHERBOARD_HIGH_GRADE,Kolkata,2026-06-23,312.46
POWER_SUPPLY_LOW_GRADE,Kolkata,2026-06-23,62.46
COPPER_HEAVY_INSULATED,Kolkata,2026-06-23,452.46
ALUMINIUM_WIRE,Kolkata,2026-06-23,127.46
LEad_ACID,Kolkata,2026-06-23,102.46
BATTERY_LITHIUM_PORTABLE,Kolkata,2026-06-23,142.46
LCD_PANEL_INTACT,Kolkata,2026-06-23,172.46
CRT_MONITOR,Kolkata,2026-06-23,32.46
MIXED_EWASTE_CASING,Kolkata,2026-06-23,32.46
MOTHERBOARD_HIGH_GRADE,Lucknow,2026-06-23,310.46
POWER_SUPPLY_LOW_GRADE,Lucknow,2026-06-23,60.46
COPPER_HEAVY_INSULATED,Lucknow,2026-06-23,450.46
ALUMINIUM_WIRE,Lucknow,2026-06-23,125.46
LEad_ACID,Lucknow,2026-06-23,100.46
BATTERY_LITHIUM_PORTABLE,Lucknow,2026-06-23,140.46
LCD_PANEL_INTACT,Lucknow,2026-06-23,170.46
CRT_MONITOR,Lucknow,2026-06-23,30.46
MIXED_EWASTE_CASING,Lucknow,2026-06-23,30.46
MOTHERBOARD_HIGH_GRADE,Noida,2026-06-23,307.46
POWER_SUPPLY_LOW_GRADE,Noida,2026-06-23,57.46
COPPER_HEAVY_INSULATED,Noida,2026-06-23,447.46
ALUMINIUM_WIRE,Noida,2026-06-23,122.46
LEad_ACID,Noida,2026-06-23,97.46
BATTERY_LITHIUM_PORTABLE,Noida,2026-06-23,137.46
LCD_PANEL_INTACT,Noida,2026-06-23,167.46
CRT_MONITOR,Noida,2026-06-23,27.46
MIXED_EWASTE_CASING,Noida,2026-06-23,27.46
MOTHERBOARD_HIGH_GRADE,Kanpur,2026-06-23,308.46
POWER_SUPPLY_LOW_GRADE,Kanpur,2026-06-23,58.46
COPPER_HEAVY_INSULATED,Kanpur,2026-06-23,448.46
ALUMINIUM_WIRE,Kanpur,2026-06-23,123.46
LEad_ACID,Kanpur,2026-06-23,98.46
BATTERY_LITHIUM_PORTABLE,Kanpur,2026-06-23,138.46
LCD_PANEL_INTACT,Kanpur,2026-06-23,168.46
CRT_MONITOR,Kanpur,2026-06-23,28.46
MIXED_EWASTE_CASING,Kanpur,2026-06-23,28.46
MOTHERBOARD_HIGH_GRADE,Bhubaneswar,2026-06-23,312.46
POWER_SUPPLY_LOW_GRADE,Bhubaneswar,2026-06-23,62.46
COPPER_HEAVY_INSULATED,Bhubaneswar,2026-06-23,452.46
ALUMINIUM_WIRE,Bhubaneswar,2026-06-23,127.46
LEad_ACID,Bhubaneswar,2026-06-23,102.46
BATTERY_LITHIUM_PORTABLE,Bhubaneswar,2026-06-23,142.46
LCD_PANEL_INTACT,Bhubaneswar,2026-06-23,172.46
CRT_MONITOR,Bhubaneswar,2026-06-23,32.46
MIXED_EWASTE_CASING,Bhubaneswar,2026-06-23,32.46
MOTHERBOARD_HIGH_GRADE,Cuttack,2026-06-23,312.46
POWER_SUPPLY_LOW_GRADE,Cuttack,2026-06-23,62.46
COPPER_HEAVY_INSULATED,Cuttack,2026-06-23,452.46
ALUMINIUM_WIRE,Cuttack,2026-06-23,127.46
LEad_ACID,Cuttack,2026-06-23,102.46
BATTERY_LITHIUM_PORTABLE,Cuttack,2026-06-23,142.46
LCD_PANEL_INTACT,Cuttack,2026-06-23,172.46
CRT_MONITOR,Cuttack,2026-06-23,32.46
MIXED_EWASTE_CASING,Cuttack,2026-06-23,32.46
MOTHERBOARD_HIGH_GRADE,Patna,2026-06-23,303.46
POWER_SUPPLY_LOW_GRADE,Patna,2026-06-23,53.46
COPPER_HEAVY_INSULATED,Patna,2026-06-23,443.46
ALUMINIUM_WIRE,Patna,2026-06-23,118.46
LEad_ACID,Patna,2026-06-23,93.46
BATTERY_LITHIUM_PORTABLE,Patna,2026-06-23,133.46
LCD_PANEL_INTACT,Patna,2026-06-23,163.46
CRT_MONITOR,Patna,2026-06-23,23.46
MIXED_EWASTE_CASING,Patna,2026-06-23,23.46
MOTHERBOARD_HIGH_GRADE,Jaipur,2026-06-23,307.46
POWER_SUPPLY_LOW_GRADE,Jaipur,2026-06-23,57.46
COPPER_HEAVY_INSULATED,Jaipur,2026-06-23,447.46
ALUMINIUM_WIRE,Jaipur,2026-06-23,122.46
LEad_ACID,Jaipur,2026-06-23,97.46
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-06-23,137.46
LCD_PANEL_INTACT,Jaipur,2026-06-23,167.46
CRT_MONITOR,Jaipur,2026-06-23,27.46
MIXED_EWASTE_CASING,Jaipur,2026-06-23,27.46
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-06-23,312.46
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-06-23,62.46
COPPER_HEAVY_INSULATED,Jodhpur,2026-06-23,452.46
ALUMINIUM_WIRE,Jodhpur,2026-06-23,127.46
LEad_ACID,Jodhpur,2026-06-23,102.46
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-06-23,142.46
LCD_PANEL_INTACT,Jodhpur,2026-06-23,172.46
CRT_MONITOR,Jodhpur,2026-06-23,32.46
MIXED_EWASTE_CASING,Jodhpur,2026-06-23,32.46
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-06-23,304.46
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-06-23,54.46
COPPER_HEAVY_INSULATED,Bhopal,2026-06-23,444.46
ALUMINIUM_WIRE,Bhopal,2026-06-23,119.46
LEad_ACID,Bhopal,2026-06-23,94.46
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-06-23,134.46
LCD_PANEL_INTACT,Bhopal,2026-06-23,164.46
CRT_MONITOR,Bhopal,2026-06-23,24.46
MIXED_EWASTE_CASING,Bhopal,2026-06-23,24.46
MOTHERBOARD_HIGH_GRADE,Indore,2026-06-23,305.46
POWER_SUPPLY_LOW_GRADE,Indore,2026-06-23,55.46
COPPER_HEAVY_INSULATED,Indore,2026-06-23,445.46
ALUMINIUM_WIRE,Indore,2026-06-23,120.46
LEad_ACID,Indore,2026-06-23,95.46
BATTERY_LITHIUM_PORTABLE,Indore,2026-06-23,135.46
LCD_PANEL_INTACT,Indore,2026-06-23,165.46
CRT_MONITOR,Indore,2026-06-23,25.46
MIXED_EWASTE_CASING,Indore,2026-06-23,25.46
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-06-23,305.46
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-06-23,55.46
COPPER_HEAVY_INSULATED,Chandigarh,2026-06-23,445.46
ALUMINIUM_WIRE,Chandigarh,2026-06-23,120.46
LEad_ACID,Chandigarh,2026-06-23,95.46
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-06-23,135.46
LCD_PANEL_INTACT,Chandigarh,2026-06-23,165.46
CRT_MONITOR,Chandigarh,2026-06-23,25.46
MIXED_EWASTE_CASING,Chandigarh,2026-06-23,25.46
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-06-23,313.46
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-06-23,63.46
COPPER_HEAVY_INSULATED,Ludhiana,2026-06-23,453.46
ALUMINIUM_WIRE,Ludhiana,2026-06-23,128.46
LEad_ACID,Ludhiana,2026-06-23,103.46
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-06-23,143.46
LCD_PANEL_INTACT,Ludhiana,2026-06-23,173.46
CRT_MONITOR,Ludhiana,2026-06-23,33.46
MIXED_EWASTE_CASING,Ludhiana,2026-06-23,33.46
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-06-23,310.46
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-06-23,60.46
COPPER_HEAVY_INSULATED,Dehradun,2026-06-23,450.46
ALUMINIUM_WIRE,Dehradun,2026-06-23,125.46
LEad_ACID,Dehradun,2026-06-23,100.46
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-06-23,140.46
LCD_PANEL_INTACT,Dehradun,2026-06-23,170.46
CRT_MONITOR,Dehradun,2026-06-23,30.46
MIXED_EWASTE_CASING,Dehradun,2026-06-23,30.46
MOTHERBOARD_HIGH_GRADE,Raipur,2026-06-23,307.46
POWER_SUPPLY_LOW_GRADE,Raipur,2026-06-23,57.46
COPPER_HEAVY_INSULATED,Raipur,2026-06-23,447.46
ALUMINIUM_WIRE,Raipur,2026-06-23,122.46
LEad_ACID,Raipur,2026-06-23,97.46
BATTERY_LITHIUM_PORTABLE,Raipur,2026-06-23,137.46
LCD_PANEL_INTACT,Raipur,2026-06-23,167.46
CRT_MONITOR,Raipur,2026-06-23,27.46
